pt1_cam1_X,pt1_cam1_Y,pt1_cam2_X,pt1_cam2_Y,pt2_cam1_X,pt2_cam1_Y,pt2_cam2_X,pt2_cam2_Y
76.419686,885.617086,63.224134,438.035433,646.690425,930.440987,521.380320,419.067934
75.990000,885.980000,63.000000,437.990000,647.030000,929.980000,521.050000,418.890000
76.000000,885.980000,62.990000,437.980000,647.020000,930.000000,522.280813,419.334711
76.020000,885.990000,62.970000,437.970000,647.040000,930.010000,522.080000,418.930000
76.000000,885.970000,62.970000,437.960000,647.030000,930.000000,522.641010,418.534380
76.000000,885.980000,62.960000,437.950000,647.030000,929.970000,523.100000,418.920000
75.970000,885.980000,62.950000,437.940000,647.030000,930.010000,522.280813,417.200496
75.990000,885.970000,62.950000,437.930000,647.060000,930.020000,522.280813,417.200496
75.980000,885.970000,62.940000,437.920000,647.040000,930.020000,522.280813,417.200496
75.980000,885.950000,62.940000,437.910000,647.050000,930.000000,522.090000,416.890000
75.970000,885.940000,62.940000,437.900000,647.080000,930.030000,522.280813,416.400165
75.970000,885.940000,62.930000,437.900000,647.060000,930.020000,522.140000,415.940000
75.960000,885.930000,62.920000,437.880000,647.120000,930.020000,522.280813,416.133388
75.950000,885.910000,62.910000,437.870000,647.110000,930.030000,522.080000,415.930000
75.970000,885.910000,62.910000,437.880000,647.070000,930.010000,522.130000,415.760000
75.950000,885.920000,62.890000,437.850000,647.110000,930.020000,521.920616,414.799504
75.940000,885.900000,62.890000,437.840000,647.120000,930.030000,522.090000,414.900000
75.950000,885.890000,62.890000,437.830000,647.160000,930.050000,523.001207,414.532727
75.940000,885.900000,62.870000,437.820000,647.150000,930.040000,523.240000,414.960000
75.930000,885.890000,62.870000,437.820000,647.090000,930.010000,522.641010,413.465620
75.920000,885.890000,62.870000,437.810000,647.090000,930.040000,522.100714,413.732397
75.930000,885.870000,62.840000,437.810000,647.130000,930.040000,522.080000,413.930000
75.930000,885.880000,62.860000,437.800000,647.100000,930.040000,522.130000,413.790000
75.900000,885.870000,62.830000,437.760000,647.190000,930.020000,522.460911,412.665289
75.920000,885.880000,62.840000,437.770000,647.080000,930.040000,522.220000,412.940000
75.900000,885.860000,62.830000,437.730000,647.100000,930.020000,523.361404,411.864958
75.910000,885.840000,62.820000,437.740000,647.140000,930.010000,523.001207,412.398512
75.920000,885.830000,62.810000,437.720000,647.200000,930.030000,523.090000,411.950000
75.900000,885.860000,62.820000,437.710000,647.170000,930.030000,523.110000,411.850000
75.890000,885.850000,62.810000,437.710000,647.180000,930.050000,523.361404,411.331405
75.890000,885.850000,62.810000,437.680000,647.180000,930.040000,523.080000,410.920000
75.870000,885.840000,62.780000,437.690000,647.200000,930.040000,523.181305,409.997520
75.870000,885.850000,62.800000,437.660000,647.220000,930.060000,523.010000,409.910000
75.870000,885.860000,62.780000,437.650000,647.230000,930.020000,523.080000,409.820000
75.860000,885.850000,62.770000,437.640000,647.250000,930.050000,522.821108,409.730743
75.850000,885.840000,62.780000,437.640000,647.250000,930.020000,523.070000,409.940000
75.850000,885.830000,62.760000,437.620000,647.220000,930.000000,523.090000,409.860000
75.850000,885.820000,62.740000,437.640000,647.180000,930.000000,523.050000,409.740000
75.840000,885.830000,62.730000,437.610000,647.240000,930.020000,523.090000,409.460000
75.830000,885.810000,62.710000,437.580000,647.300000,930.020000,524.261896,409.197190
75.840000,885.810000,62.720000,437.540000,647.290000,929.990000,524.060000,408.970000
75.820000,885.800000,62.720000,437.560000,647.280000,930.010000,524.040000,408.870000
75.830000,885.780000,62.690000,437.550000,647.290000,930.010000,524.050000,408.770000
75.820000,885.760000,62.690000,437.540000,647.330000,929.990000,524.030000,408.660000
75.810000,885.760000,62.640000,437.560000,647.340000,929.970000,524.050000,408.710000
75.800000,885.720000,62.650000,437.510000,647.370000,930.020000,523.181305,406.262644
75.800000,885.720000,62.850000,436.880000,647.350000,930.010000,523.020000,405.950000
75.780000,885.710000,63.020000,436.220000,647.310000,929.970000,523.040000,405.920000
75.780000,885.700000,63.000000,436.200000,647.300000,929.930000,523.030000,405.830000
75.760000,885.700000,63.000000,436.200000,648.710000,930.010000,523.050000,405.800000
75.760000,885.680000,62.980000,436.190000,647.146299,929.765708,523.541502,406.262644
75.750000,885.640000,62.980000,436.190000,647.000000,930.000000,524.000000,405.960000
75.740000,885.650000,62.980000,436.180000,647.000000,929.990000,524.000000,405.920000
75.740000,885.630000,62.970000,436.150000,647.040000,929.950000,524.030000,405.820000
75.720000,885.620000,62.970000,436.150000,647.050000,929.990000,524.000000,405.720000
75.740000,885.610000,62.970000,436.120000,647.020000,929.950000,524.000000,405.700000
75.760000,885.580000,62.970000,436.100000,647.080000,929.930000,524.020000,405.710000
75.730000,885.580000,62.950000,436.090000,647.060000,929.930000,524.060000,405.800000
75.730000,885.600000,62.960000,436.090000,647.050000,929.920000,524.040000,405.800000
75.720000,885.590000,62.950000,436.080000,647.100000,929.880000,523.541502,404.128429
75.710000,885.550000,62.960000,436.050000,647.080000,929.860000,523.970000,403.940000
75.700000,885.570000,62.940000,436.040000,647.090000,929.860000,523.970000,403.900000
75.680000,885.520000,62.930000,436.050000,647.090000,929.800000,524.000000,403.870000
75.690000,885.150000,62.910000,436.040000,647.100000,929.770000,524.000000,403.800000
75.700000,885.170000,62.910000,436.030000,647.080000,929.720000,524.020000,403.790000
75.670000,885.150000,62.900000,436.010000,647.140000,929.760000,523.990000,403.820000
75.680000,885.110000,62.900000,436.010000,647.120000,929.740000,524.040000,403.860000
75.640000,885.100000,62.880000,436.000000,647.110000,929.680000,524.020000,403.850000
75.680000,885.100000,62.890000,435.990000,647.100000,929.670000,524.020000,403.860000
75.660000,885.110000,62.860000,436.000000,647.070000,929.670000,524.010000,403.920000
75.640000,885.110000,62.860000,435.990000,647.110000,929.390000,523.361404,402.794545
75.650000,885.090000,62.870000,435.970000,647.220000,929.300000,522.970000,402.950000
75.650000,885.100000,62.850000,435.970000,647.360000,929.200000,522.990000,402.950000
75.620000,885.090000,62.870000,435.960000,647.160000,929.240000,522.990000,402.860000
75.600000,885.080000,62.850000,435.940000,647.550000,929.020000,523.000000,402.800000
75.610000,885.050000,62.830000,435.940000,647.290000,929.160000,522.930000,402.740000
75.600000,885.060000,62.810000,435.920000,647.390000,929.020000,522.940000,402.640000
75.610000,885.040000,62.810000,435.920000,647.530000,928.950000,522.950000,402.610000
75.600000,885.030000,62.800000,435.910000,647.770000,928.890000,522.960000,402.580000
75.580000,885.000000,62.770000,435.910000,647.850000,928.800000,522.821108,400.126776
75.550000,885.000000,62.780000,435.900000,647.840000,928.770000,523.010000,399.900000
75.560000,884.990000,62.770000,435.880000,647.910000,928.740000,522.980000,399.860000
75.560000,884.990000,62.730000,435.890000,647.890000,928.630000,522.990000,399.900000
75.550000,884.980000,62.730000,435.880000,648.584280,928.747830,522.960000,399.860000
75.550000,884.950000,62.710000,435.870000,649.020000,929.000000,522.980000,399.840000
75.500000,884.940000,62.690000,435.880000,649.040000,928.960000,523.020000,399.810000
75.250000,884.950000,62.680000,435.870000,649.020000,928.960000,522.980000,399.790000
75.250000,884.960000,62.670000,435.870000,649.070000,928.930000,522.990000,399.820000
75.240000,884.930000,62.660000,435.860000,649.050000,928.910000,522.980000,399.800000
75.230000,884.950000,62.670000,435.860000,649.070000,928.930000,522.960000,399.840000
75.210000,884.950000,62.660000,435.850000,649.050000,928.850000,522.940000,399.810000
75.230000,884.920000,62.660000,435.840000,649.030000,928.840000,522.970000,399.840000
75.210000,884.920000,62.650000,435.850000,649.070000,928.810000,522.970000,399.890000
75.210000,884.910000,62.650000,435.840000,649.080000,928.840000,523.010000,399.900000
75.200000,884.900000,62.640000,435.840000,649.040000,928.790000,523.040000,399.950000
75.200000,884.900000,62.620000,435.810000,649.040000,928.700000,521.380320,397.725784
75.220000,884.900000,62.620000,435.820000,649.040000,928.750000,520.890000,397.930000
75.200000,884.890000,62.640000,435.810000,649.100000,928.770000,520.860000,397.920000
75.190000,884.880000,62.620000,435.810000,649.192112,929.047954,520.960000,397.890000
75.170000,884.870000,62.630000,435.800000,649.010000,929.000000,520.960000,397.840000
75.190000,884.870000,62.610000,435.790000,649.060000,928.960000,520.940000,397.790000
75.200000,884.870000,62.620000,435.780000,649.010000,928.970000,520.920000,397.720000
75.200000,884.890000,62.590000,435.790000,649.020000,928.940000,520.920000,397.670000
75.190000,884.850000,62.580000,435.790000,649.060000,928.880000,520.940000,397.650000
75.200000,884.850000,62.540000,435.790000,649.060000,928.920000,520.940000,397.620000
75.200000,884.860000,62.560000,435.760000,649.060000,928.850000,520.720000,397.240000
75.180000,884.830000,62.540000,435.760000,649.060000,928.850000,520.230000,396.860000
75.160000,884.850000,62.510000,435.780000,649.020000,928.790000,519.960000,396.820000
75.150000,884.840000,62.320000,435.830000,649.030000,928.740000,519.970000,396.740000
75.160000,884.830000,62.340000,435.820000,649.020000,928.750000,519.930000,396.660000
75.150000,884.850000,62.350000,435.800000,649.060000,928.800000,519.940000,396.450000
75.160000,884.820000,62.330000,435.800000,649.020000,928.730000,519.980000,396.260000
75.150000,884.780000,62.340000,435.780000,649.030000,928.700000,519.890000,396.260000
75.160000,884.780000,62.350000,435.760000,649.030000,928.590000,519.820000,396.230000
75.150000,884.760000,62.320000,435.760000,648.980000,928.480000,519.850000,396.160000
75.150000,884.750000,62.330000,435.760000,648.980000,928.420000,519.830000,396.060000
75.140000,884.760000,62.310000,435.770000,649.020000,928.310000,519.670000,396.010000
75.150000,884.740000,62.310000,435.760000,648.980000,928.210000,519.700000,395.960000
75.140000,884.740000,62.280000,435.780000,649.060000,928.290000,519.580000,395.890000
75.140000,884.730000,62.290000,435.760000,649.030000,928.230000,519.130000,395.800000
75.130000,884.710000,62.290000,435.760000,649.060000,928.220000,518.990000,395.750000
75.130000,884.690000,62.290000,435.730000,647.368615,926.346838,518.980000,395.750000
75.140000,884.680000,62.260000,435.740000,647.010000,926.000000,518.970000,395.570000
75.140000,884.670000,62.280000,435.740000,646.970000,925.980000,521.200222,393.990908
75.140000,884.670000,62.290000,435.720000,647.040000,925.980000,521.020000,393.990000
75.130000,884.700000,62.310000,435.710000,647.000000,925.960000,520.950000,393.950000
75.120000,884.650000,62.270000,435.720000,647.030000,925.910000,520.930000,393.950000
