pt1_cam1_X,pt1_cam1_Y,pt1_cam2_X,pt1_cam2_Y,pt2_cam1_X,pt2_cam1_Y,pt2_cam2_X,pt2_cam2_Y
665.748631,415.765801,528.348432,423.168972,986.419644,387.812634,817.625342,435.078848
665.920000,415.980000,527.960000,423.050000,986.420000,388.010000,817.269993,435.342035
665.830000,415.970000,527.910000,423.110000,985.354302,388.374017,817.092319,438.500269
665.690000,415.990000,527.860000,423.190000,985.370000,388.010000,817.092319,438.500269
665.440000,416.030000,527.830000,423.260000,985.522954,387.624553,816.736970,440.342572
665.090000,416.110000,527.699345,424.130453,986.270000,388.000000,816.736970,440.342572
665.030000,416.100000,527.960000,424.040000,985.522954,387.624553,816.559296,441.921689
664.960000,416.090000,527.860000,424.250000,986.320000,388.010000,816.559296,441.921689
664.870000,416.100000,527.850000,424.180000,985.860258,388.374017,816.026272,445.079922
664.750000,416.110000,527.194500,425.305597,986.340000,388.020000,816.026272,445.079922
664.590000,416.150000,526.950000,425.160000,984.005087,390.872229,815.493249,445.869481
664.120000,416.340000,526.940000,425.090000,982.655872,391.371872,815.315575,447.185412
664.060000,416.330000,526.910000,425.130000,982.655872,391.371872,815.315575,447.185412
664.000000,416.330000,526.860000,425.180000,983.240000,391.000000,814.249528,447.448598
663.930000,416.310000,526.790000,425.270000,981.643961,391.371872,814.249528,447.448598
663.840000,416.300000,526.329051,425.626091,981.306657,391.371872,814.071854,447.974970
663.690000,416.300000,525.960000,426.040000,981.812613,388.873659,813.361156,450.870018
663.540000,416.310000,525.890000,426.080000,981.306657,390.372587,813.361156,450.870018
663.050000,416.540000,525.850000,426.120000,981.306657,390.622408,813.361156,450.870018
662.920000,416.680000,525.800000,426.170000,981.306657,390.622408,813.361156,451.133204
662.860000,416.680000,525.750000,426.230000,979.788790,391.122050,813.005807,451.133204
662.770000,416.690000,525.660000,426.330000,979.788790,391.122050,812.117435,452.975507
662.600000,416.730000,525.300000,426.720000,979.788790,391.122050,812.117435,452.975507
662.120000,416.890000,524.980000,426.980000,979.788790,391.122050,812.117435,452.975507
662.060000,416.880000,524.940000,427.000000,979.980000,391.010000,812.117435,452.975507
662.010000,416.880000,524.890000,427.020000,977.933620,391.871514,811.584412,456.133741
661.940000,416.880000,524.840000,427.050000,978.270923,391.871514,810.518366,456.396927
661.890000,416.890000,524.790000,427.060000,977.596316,392.870799,810.518366,456.396927
661.820000,416.900000,524.730000,427.090000,977.596316,392.620978,810.518366,456.396927
661.690000,416.940000,524.650000,427.130000,977.427664,392.870799,810.518366,456.396927
661.520000,416.980000,524.550000,427.180000,977.427664,392.870799,810.441224,457.292429
661.130000,417.090000,524.040000,427.570000,977.427664,393.620263,810.520191,457.292429
661.070000,417.070000,523.930000,427.800000,977.259012,393.620263,810.204325,457.292429
661.010000,417.060000,523.870000,427.810000,976.247101,394.619548,809.809493,457.058486
660.950000,417.030000,523.790000,427.830000,975.403841,390.622408,809.809493,457.058486
660.880000,417.020000,523.710000,427.860000,975.403841,390.622408,809.493628,457.058486
660.780000,417.020000,523.590000,427.900000,975.235190,390.872229,808.624997,457.409401
660.640000,417.040000,523.160000,428.060000,975.235190,391.122050,807.677400,456.941514
660.500000,417.060000,523.100000,428.060000,975.235190,391.122050,807.677400,456.941514
660.130000,417.170000,523.050000,428.050000,975.403841,391.371872,807.282568,456.590599
660.070000,417.170000,523.000000,428.040000,975.403841,391.371872,807.361535,456.590599
660.020000,417.160000,522.940000,428.030000,974.897886,391.371872,807.361535,456.590599
659.960000,417.150000,522.890000,428.020000,974.223278,391.371872,807.282568,456.122713
659.860000,417.170000,522.830000,428.000000,974.223278,391.371872,806.729803,454.719053
659.770000,417.200000,522.760000,427.980000,974.897886,390.872229,806.808770,455.186940
659.640000,417.230000,522.660000,427.980000,974.897886,390.872229,807.045669,454.368138
659.520000,417.270000,522.540000,427.960000,974.897886,390.872229,807.045669,454.251167
659.100000,417.460000,522.110000,428.080000,974.897886,390.872229,807.124635,453.432365
658.990000,417.630000,522.050000,428.050000,974.897886,390.622408,806.887736,452.145678
658.930000,417.650000,521.990000,428.020000,974.897886,390.622408,806.729803,451.092933
658.870000,417.650000,521.920000,427.990000,974.897886,390.622408,806.729803,450.391103
658.760000,417.660000,521.850000,427.960000,974.897886,390.622408,806.571871,449.104415
