pt1_cam1_Z,pt1_cam2_X,pt1_cam2_Y,pt2_cam1_Z,pt2_cam2_X,pt2_cam2_Y
386.97,560.97,663.92,362.01,851.92,701.14
386.97,560.82,663.79,362,851.86,700.29
386.95,560.5,663.74,362,851.96,699.64
386.92,560.11,663.73,362,851.95,698.92
386.91,560,663.5,362.02,851.83,698.05
386.9,560.01,662.97,361.98,851.7,697.19
386.91,559.88,662.86,362,851.45,696.25
387,559.67,662.74,362,850.95,695.14
386.98,559.18,662.82,362.03,850.88,694.32
386.97,559.02,662.66,362,850.94,693.67
386.96,558.96,662.34,362.03,850.92,692.95
386.95,558.94,661.91,362.01,850.81,692.1
387.05,558.78,661.78,362.02,850.67,691.26
387.03,558.43,661.78,362.01,850.76,690.7
387.01,558.08,661.77,362.03,850.7,689.98
386.99,557.95,661.6,362.02,850.41,689.05
386.99,558.02,661.01,362.02,849.84,687.98
386.99,557.89,660.89,362.02,849.05,686.78
387.1,557.68,660.79,362,850.898665,681.785087
387.08,557.19,660.86,362.01,850.99,681.17
387.06,557.02,660.76,356.146752,850.87,680.54
387.04,556.93,660.55,357.328161,850.83,679.93
387.03,556.97,660.01,356.99,850.57,679.07
387.16,556.83,659.9,356.98,849.88,678.1
387.13,556.53,659.89,356.99,849.07,677.1
387.1,556.14,659.9,356.98,848.2,676.12
387.08,555.99,659.8,357,847.38,675.18
387.07,555.88,659.63,357.01,847.28,674.59
387.06,555.96,659.05,356.99,847.24,674.06
387.17,555.82,658.96,356.98,847.11,673.53
387.15,555.56,658.93,356.99,847.12,673.02
387.12,555.14,659,356.98,846.97,672.46
387.1,555,658.91,356.97,846.92,671.98
387.08,554.9,658.8,357,848.899828,666.092613
387.24,554.76,658.69,356.98,849.099712,661.947431
387.21,554.45,658.73,356.99,849.099712,661.947431
387.17,554.1,658.78,357,848.100293,661.947431
387.16,553.98,658.68,351.155063,847.21,661.81
387.13,553.91,658.5,352.97257,847.14,661.11
387.33,553.98,658.02,353,846.84,660.79
387.29,553.86,657.96,353,846.94,660.01
387.26,553.67,657.93,352.99,845.901572,657.506164
387.24,553.33,657.99,353,845.901572,657.506164
387.23,553.08,657.98,353.02,845.501805,656.025742
387.2,552.97,657.92,353.01,843.702851,655.729658
387.44,552.85,657.85,353.01,843.702851,655.729658
387.85,552.67,657.81,353.01,843.702851,655.729658
387.96,552.31,657.89,353.01,843.83,655.97
387.95,552.06,657.89,353.02,842.703433,654.249235
387.94,551.96,657.84,353.02,842.44,654.14
387.94,551.87,657.8,353.02,842.21,654.23
387.92,551.73,657.77,354.530432,841.704014,654.841404
387.92,551.45,657.85,355.569007,841.73,655.08
388.05,551.14,657.92,356.02,842.01,655.06
388.05,551.02,657.91,356.04,842.17,655.21
388.05,550.93,657.87,356.01,839.705177,657.21008
388.05,550.81,657.85,355.99,839.705177,657.21008
388.05,550.63,657.85,356.01,839.705177,657.21008
388.04,550.21,658.01,355.99,838.705759,658.394417
388.2,550.07,658.01,355.99,837.506456,659.282671
388.18,549.96,658,355.98,837.106689,661.355262
388.17,549.86,657.98,355.99,837.106689,661.355262
388.17,549.71,658,354.365971,837.106689,661.355262
388.18,549.37,658.17,354.712163,836.706922,662.243515
388.41,549.1,658.29,354.712163,837.506456,662.835684
388.95,549.01,658.26,354.99,838.01,663.83
388.95,548.91,658.24,355,836.706922,667.27695
388.96,548.78,658.25,355.01,836.507038,667.573035
388.97,548.2,658.77,355.03,836.706922,670.237795
388.97,547.97,659.01,355.404546,836.906805,672.310386
388.98,547.88,659.02,355.750738,836.906805,672.60647
389.13,547.75,659.03,356,837.08,674.14
389.12,547.54,659.09,356,835.707503,674.382977
389.1,547.14,659.35,356.02,836.507038,675.27123
389.1,546.83,659.82,358.866463,837.05,676.18
389.12,546.67,659.86,358.17408,837.83,677.08
389.29,546.26,660.04,358.17408,836.507038,680.008581
389.6,546.09,660.08,358.02,836.14,681.71
389.92,545.99,660.09,358.03,836.1,682.92
389.92,545.89,660.09,358.02,836.11,684.05
389.92,545.75,660.11,359.212655,836.09,685.21
389.91,545.32,660.42,359.212655,836.03,686.36
390.03,544.92,660.9,358.98,835.91,687.5
390.02,544.81,660.9,359.558847,835.83,688.62
390.02,544.61,660.94,359.99,835.93,689.5
390,544.21,661.1,361.289805,833.109015,693.628464
390.12,544.06,661.12,361.289805,833.109015,693.628464
390.09,543.96,661.1,361.289805,832.84,694.92
390.08,543.84,661.08,361,832.41,695.92
390.06,543.65,661.11,360.99,831.83,696.85
390.05,543.15,661.41,361.635997,831.01,697.72
390.18,542.86,661.82,361.99,829.910875,701.918828
390.14,542.69,661.82,362.01,829.32,702.91
390.11,542.26,661.96,362,829.03,703.58
390.09,542.06,661.96,362,828.87,704.07
390.2,541.93,661.94,362,828.42,704.84
390.33,541.78,661.91,363.020764,827.99,705.31
390.3,541.47,661.96,363.020764,827.68,705.81
390.24,541.12,662.02,363,827.12,706.16
390.2,540.96,661.98,362.98,826.82,706.71
390.15,540.82,661.92,362.99,826.23,706.99
390.1,540.58,661.91,362.98,825.913201,710.801361
390.06,540.14,662.02,363,825.69,711.31
390.18,539.98,661.97,363.713147,825.113666,714.354374
390.29,539.84,661.9,364,824.77,714.3
390.27,539.62,661.86,364,824.05,714.22
390.24,539.2,661.93,364.01,823.514597,713.762205
390.18,539.01,661.88,363.713147,823.3,713.86
390.15,538.86,661.79,363.713147,823.06,713.95
390.1,538.65,661.74,364,821.715643,713.762205
390.07,538.17,661.82,363.99,821.715643,713.762205
390.18,537.99,661.73,363.98,821.515759,714.05829
390.31,537.89,661.51,364,820.316457,714.05829
390.3,537.88,660.98,363.99,820.316457,714.05829
390.23,537.61,660.92,363.98,820.05,713.79
390.16,537.12,660.96,363.366955,818.517504,712.577868
390.11,536.93,660.87,363.02,817.518085,711.985699
390.07,536.74,660.74,363.020764,817.518085,709.913108
390.04,536.3,660.76,362.98,817.518085,709.913108
390.13,536,660.67,363.03,818.21,709.46
390.21,535.91,660.34,362.32838,818.85,708.95
390.19,535.84,659.91,362,818.88,707.93
390.15,535.47,659.87,361.982188,818.93,706.88
390.1,535.05,659.84,362,818.99,705.82
390.06,534.89,659.65,360.597422,819.06,704.77
390.03,534.9,658.99,360.597422,819.14,703.69
390.02,534.82,658.51,360.99,819.14,702.52
390.1,534.27,658.6,360.597422,819,700.96
390.23,533.9,658.75,361,817.717969,698.365815
390.18,533.74,658.46,358.520272,817.717969,698.365815
390.13,533.59,657.96,358.520272,817.518085,696.589309
390.08,533.06,657.94,358.520272,817.518085,694.516718
390.03,532.88,657.79,358.97,817.717969,693.33238
390.12,532.66,657.58,359.01,818.31762,689.779367
390.06,532.39,657.12,358.98,818.517504,684.745932
390.02,532.07,656.99,359.01,818.917271,683.857678
390,531.87,656.83,358.98,818.917271,682.673341
390.09,531.46,656.76,359,818.92,681.56
390.22,531.04,656.69,357.827888,818.117736,679.120327
390.16,530.93,656.34,358.17408,818.117736,679.120327
390.09,530.85,655.87,358,818.31762,675.863399
390.05,530.81,655.25,358,819.516922,673.790808
390.02,530.33,655.24,358,819.86,672.69
390.15,530.04,655.12,360.597422,819.75,671.51
390.1,529.85,654.96,360.597422,819.56,670.27
390.04,529.4,654.95,360.597422,819,668.86
390.02,529.02,654.86,361.01,818.65,667.4
390.12,528.84,654.66,361.01,818,666.02
390.24,528.85,654.03,361.01,818.31762,658.986586
390.17,528.43,653.95,361.02,818.117736,656.913995
390.1,528.02,653.97,361,819.516922,657.21008
390.05,527.82,653.84,360.99,820,656.28
390.01,527.34,653.86,361.01,819.117155,653.657067
390.11,527.01,653.77,361.01,818.85,652.85
390.21,526.88,653.54,360.25123,818.13,652.06
390.15,526.84,653.03,360.25123,817.73,651.13
390.11,526.38,653.05,359.99,816.918434,646.254956
390.07,526.04,652.99,360.01,816.918434,645.958871
390.04,525.86,652.88,360.25123,816.918434,645.958871
390.13,525.45,652.88,360,816.918434,645.958871
390.08,525.05,652.86,360.04,816.71855,645.366703
390.03,524.89,652.72,360.03,816.71855,644.182365
390,524.63,652.65,360.06,815.519248,642.405858
390.12,524.09,652.77,361.289805,815.26,641.18
390.23,523.93,652.6,361.289805,814.51983,641.517605
390.19,523.91,652.12,361.289805,812.92076,640.629352
390.12,523.56,652.13,361.02,812.92076,640.037183
390.06,523.09,652.2,361.289805,812.83,639.86
390.02,522.93,652.08,360.98,812.64,639.92
390.11,522.65,652.05,361.982188,811.921341,641.221521
390.24,522.13,652.16,362.32838,811.22,641.09
390.18,521.98,652.06,362.32838,810.92,640.96
390.13,521.77,652.01,362.32838,810.921923,641.221521
390.08,521.33,652.11,362,810.81,640.94
390.05,521.04,652.08,362.32838,810.55,640.9
390.18,520.88,652.02,362.32838,809.89,641.01
390.33,520.56,652.04,361.99,810.322272,641.221521
390.3,520.12,652.13,361.98,810.29,640.96
390.24,519.97,652.05,362.32838,809.96,641.09
390.19,519.74,652.04,361.982188,809.89,641.07
390.14,519.28,652.17,362.03,807.124132,642.405858
390.32,519.02,652.15,362.02,805.525063,644.182365
390.25,518.83,652.11,362.03,805.525063,644.182365
390.18,518.45,652.2,361.982188,805.525063,644.182365
390.15,518.08,652.3,361.982188,804.725528,646.55104
390.3,517.9,652.24,362.02,804.725528,646.55104
390.54,517.34,652.55,362.02,803.925993,647.143209
390.99,516.95,652.87,361.982188,803.925993,647.143209
390.95,516.72,652.87,362.32838,804.58,647.15
390.92,516.19,653.02,362.32838,805.48,647.23
390.88,516.02,653,362.32838,804.525644,652.768813
390.86,515.84,652.98,362.01,804.525644,652.768813
390.97,515.51,653.04,363.366955,806.324597,654.54532
390.94,515.11,653.14,363.366955,804.925411,654.249235
390.93,514.95,653.1,363.366955,805.92483,655.729658
391.03,514.7,653.12,363.713147,806.02,656.98
390.99,514.19,653.33,363.99,806.03,658.02
390.98,514.02,653.27,363.713147,805.525063,660.467008
391.11,513.8,653.25,364.751722,805.724946,663.131768
391.06,513.25,653.55,364.99,805.724946,663.723937
391.02,512.9,653.86,365,806.03,665.04
391.16,512.59,653.91,365,806.02,666.15
391.11,512.12,654.03,365.01,803.925993,666.980866
391.05,511.96,654.01,365.097914,804.125877,667.869119
391.04,511.74,654.01,365,803.98,669.03
391.15,511.3,654.15,365,803.96,670.05
391.34,511.05,654.14,365,803.94,671.07
391.72,510.88,654.1,365,803.92,672.08
391.85,510.57,654.16,364.059339,803.89,673.06
391.82,510.13,654.32,365.790297,803.81,674.02
391.8,509.97,654.26,365.99,803.74,674.91
391.79,509.74,654.26,366,802.726691,677.639905
391.9,509.22,654.57,366.01,802.41,679.08
391.87,508.89,654.87,365.98,802.17,680.02
391.86,508.61,654.88,365.98,802.01,680.89
391.95,508.15,655,366.01,801.85,681.77
391.92,507.99,654.96,368.559831,801.6,682.61
391.88,507.8,654.94,368.559831,801.05,683.31
391.87,507.37,655.05,368.99,800.86,684.09
391.94,507.06,655.06,369,800.49,684.94
391.89,506.9,655.01,369.01,799.98,685.62
391.87,506.65,655.02,369.598406,799.75,686.23
391.95,506.17,655.16,369.598406,799.1,686.98
391.91,506.01,655.09,369.598406,796.395755,691.851958
391.88,505.84,655.04,370.02,795.63,692.68
391.99,505.53,655.08,370.02,795.14,693.15
391.95,505.12,655.18,370,794.91,693.8
391.92,504.97,655.09,370.01,794.62,694.1
391.92,504.76,655.05,368.559831,795.596221,698.957984
392.02,504.35,655.15,368.559831,795.78,699.4
392,504.07,655.12,368.99,795.42,699.88
391.98,503.92,655.04,369.02,794.92,699.99
392.1,503.68,655.01,369.04,794.39,700.11
392.07,503.17,655.14,369.230794,794.02,700.29
392.03,503.01,655.04,369.230794,793.84,700.6
392.01,502.84,654.98,368.307617,793.58,700.88
392.1,502.53,654.97,367.384439,793.02,700.94
392.06,502.1,655.01,367.384439,792.198198,701.326659
392.03,501.94,654.93,366.97,791.44,700.97
392.01,501.73,654.85,366.99,791.16,700.91
392.1,501.3,654.92,366.99,791,700.86
392.25,501.05,654.89,369.230794,790.399244,701.918828
392.22,500.92,654.78,369.230794,790.399244,701.918828
392.19,500.73,654.65,369.230794,789.819571,702.395316
392.17,500.26,654.77,369,789.819571,702.395316
392.13,500.03,654.68,369.01,789.286548,701.868944
392.11,499.96,654.39,369.01,788.931199,699.763455
392.27,499.88,653.99,368.99,787.154455,696.868407
392.23,499.61,653.95,369,787.154455,697.131593
392.2,499.15,654,369,786.799106,697.131593
392.18,498.99,653.9,369.01,786.443757,696.078848
392.39,498.84,653.78,369.03,786.443757,696.078848
392.79,498.49,653.79,368.98,786.443757,696.078848
392.89,498.11,653.8,365.999672,786.443757,696.078848
392.87,497.97,653.63,366.01,786.266083,691.078311
392.84,497.97,653.07,365.99,786.621432,689.762381
392.81,497.75,652.99,365.98,788.931199,686.867333
392.82,497.33,653.03,365.97,788.398176,686.077774
392.93,497.05,652.97,365.98,788.57585,686.340961
392.91,496.9,652.86,365.98,788.57585,686.340961
392.89,496.67,652.76,365.98,788.57585,683.445913
392.89,496.18,652.84,365.99,788.57585,681.340424
393.03,496.02,652.69,365.538083,788.042827,680.550865
393.02,495.95,652.41,366.01,788.220502,682.656354
393,495.91,651.97,365.99,789.464222,681.866796
392.99,495.66,651.9,365.538083,788.753525,679.234934
392.99,495.18,651.95,365.99,788.753525,677.129445
393.13,495.02,651.83,366,788.753525,677.129445
393.11,494.87,651.67,366.01,788.753525,677.129445
393.1,494.73,651.44,364.153316,789.01,676.24
393.07,494.63,651.01,364,789.108874,675.813514
393.25,494.21,651.03,364.02,788.94,675.11
393.2,493.98,650.94,364.02,788.88,674.24
393.16,493.82,650.83,364.02,788.91,673.53
393.12,493.49,650.81,364,788.97,672.95
393.1,493.13,650.81,364.02,788.9,672.1
393.32,492.99,650.67,364.01,788.82,671.26
393.3,492.92,650.38,364.03,788.81,670.54
393.3,492.86,649.96,364.01,788.87,670.01
393.29,492.59,649.9,364,788.79,669.19
393.61,492.15,649.93,363.99,788.69,668.36
393.92,492,649.82,364.153316,788.84,667.96
394.05,491.88,649.67,364.614905,788.75,667.17
394.04,491.77,649.45,364.614905,788.220502,660.811903
394.02,491.71,649.01,365,788.220502,660.548717
394,491.32,649.04,365.03,787.687478,658.180042
393.99,491.06,648.98,364.99,787.2,656.98
393.98,490.93,648.88,365.01,787.08,656.26
394.1,490.75,648.78,365,787.08,655.77
394.07,490.38,648.8,364.99,786.94,655.02
394.05,490.07,648.77,365.02,786.621432,653.705877
394.04,489.96,648.61,365.01,786.27,653.13
394.03,490,648.05,365,786.443757,653.442691
394.18,489.87,647.95,364.614905,785.73306,653.442691
394.16,489.64,647.9,364.614905,784.489339,652.653132
394.14,489.2,647.97,364.614905,783.16,652.11
394.14,489.03,647.89,364.614905,784.489339,652.389946
394.12,488.92,647.78,364.614905,784.489339,652.389946
394.12,488.79,647.66,364.614905,784.489339,652.389946
394.3,488.44,647.72,364.614905,784.844688,651.600388
394.29,488.09,647.74,364.614905,784.667013,651.337202
394.27,487.98,647.6,364.614905,784.87,650.67
394.25,488.02,647.05,364.614905,784.58,650.04
394.23,487.91,646.98,364.614905,782.53492,650.021271
394.43,487.72,646.94,363.691727,782.89777,642.138862
394.96,487.35,646.99,363.691727,782.89777,642.138862
394.96,487.08,646.97,364.01,782.89,641.49
394.94,486.96,646.91,363.230138,782.79,641.1
394.92,486.84,646.84,363.02,782.31,641
394.92,486.64,646.81,363,780.765677,640.735203
394.91,486.21,646.92,363.230138,780.75,640.85
394.92,486.06,646.88,362.97,780.12,640.89
395.02,485.96,646.82,362.306961,780.11,640.26
395.02,485.85,646.76,362,779.97,640.03
395.03,485.7,646.71,362.01,779.7,639.98
395.03,485.34,646.82,362.306961,779.04,639.99
395.04,485.08,646.83,362.306961,779.344282,639.682458
395.19,484.98,646.78,362.306961,779.344282,639.682458
395.18,484.87,646.72,362.306961,778.79,639.98
395.17,484.72,646.7,362.02,776.97529,639.682458
395.16,484.38,646.82,362.02,776.97529,639.682458
395.16,484.11,646.87,365.076494,776.92,640
395.36,483.99,646.84,365.076494,776.78,640.03
395.82,483.88,646.81,362.76855,776.73839,639.682458
395.92,483.75,646.79,362.76855,776.99,640.01
395.93,483.47,646.88,362.76855,776.96,640.12
395.92,483.17,646.95,362.99,777.01,640.27
395.92,483.05,646.95,362.99,775.553894,641.437033
395.92,482.96,646.94,363,775.553894,641.437033
395.93,482.87,646.93,362.76855,775.553894,641.437033
395.95,482.74,646.92,363,775.553894,641.437033
396.06,482.48,647.01,362.99,775.553894,643.191607
396.08,482.18,647.09,363.01,774.606297,648.104415
396.06,482.06,647.1,363,772.948003,649.15716
396.07,481.97,647.08,363,772.474204,649.15716
396.08,481.88,647.08,362.76855,773.421801,648.45533
396.26,481.75,647.1,362.99,773.421801,648.45533
396.26,481.53,647.18,363.02,773.421801,648.45533
396.25,481.08,647.55,363.691727,774.132499,651.262649
396.22,480.86,647.87,363.691727,774.132499,651.262649
396.23,480.73,647.89,365.076494,773.96,651.95
396.19,480.48,647.99,365.076494,773.92,652.93
396.44,480.18,648.11,365,773.9,653.91
396.99,480.06,648.14,364.98,773.84,654.91
397.01,479.97,648.15,364.98,774.132499,657.930032
397,479.88,648.14,365.076494,773.95,659.02
397.01,479.77,648.16,365.03,773.89,660
397.02,479.61,648.2,365.01,773.85,661
397.02,479.12,648.61,365.05,772.948003,662.14101
397.04,478.91,648.95,365.076494,772.47,663.11
397.21,478.81,648.96,364.98,772.21,664.18
397.21,478.67,648.98,365.01,772.1,665.16
397.19,478.41,649.09,365,772.711104,667.404734
397.18,478.16,649.18,364.99,772.92,667.98
397.18,478.05,649.2,365,772.83,668.9
397.16,477.97,649.19,365.01,772.000406,670.562967
397.41,477.87,649.18,365.538083,772.000406,670.562967
397.97,477.76,649.21,365.99,772.000406,674.072116
397.96,477.3,649.6,365.99,771.91,674.94
397.96,476.98,650,366,771.74,675.85
397.96,476.9,650,366.01,771.6,676.7
397.95,476.81,650.01,365.99,770.85,677.71
397.95,476.67,650.03,366.01,769.95,678.71
397.96,476.47,650.09,366,769.03,679.66
398.05,476.16,650.24,369.230794,769.394515,679.335839
398.05,476.05,650.24,368.307617,768.85,679.75
398.02,475.97,650.23,368.307617,767.73622,681.441329
398.03,475.87,650.21,368,767.16,681.87
398.02,475.75,650.2,368.02,767.73622,681.441329
398.02,475.57,650.23,368.01,767.73622,681.441329
398.12,475.1,650.57,368,767.91,681.44
398.1,474.87,650.92,368.307617,767.74,681.99
398.08,474.75,650.9,370.615561,765.130329,684.248648
398.07,474.57,650.92,370.99,764.419631,682.494073
398.05,474.22,651.02,371.02,763.71,682.41
398.05,474.07,651.02,370.98,763.33,682.96
398.12,473.96,651,371,763.15,683.26
398.23,473.84,650.96,371.02,762.96,683.8
398.22,473.7,650.93,371.07715,762.78,684.03
398.2,473.46,650.98,371.07715,762.49,684.22
398.18,473.15,651.03,371.04,762.13,684.58
398.16,473.02,651.01,371.07715,761.91,684.97
398.11,472.91,650.97,370.98,761.63,685.12
398.11,472.79,650.92,371,760.866143,690.565115
398.08,472.6,650.89,371.538739,760.41,691.06
398.06,472.23,650.97,371.538739,760.18,691.06
398.06,472.07,650.93,372.461917,759.98,691.1
398.19,471.94,650.88,372.461917,759.78,691.12
398.33,471.82,650.8,372.461917,759.52,691.16
398.3,471.65,650.76,372.461917,758.970949,692.31969
398.26,471.25,650.82,372,759.207849,692.31969
398.23,471.07,650.75,372.01,759.04,691.99
398.2,470.95,650.63,372,758.73405,692.31969
398.15,470.9,650.38,372.01,756.838856,691.266945
398.14,470.86,649.96,372,756.838856,691.266945
398.13,470.67,649.89,371.99,756.838856,691.266945
398.11,470.31,649.92,372.461917,757.05,690.87
398.25,470.05,649.88,372.461917,757.04,690.63
398.44,469.92,649.74,369.692383,756.85,689.96
398.81,469.86,649.48,369.230794,755.180562,689.161456
398.8,469.84,648.99,369.230794,754.28,687.82
398.76,469.61,648.9,369,753.96,686.84
398.76,469.16,648.94,369.02,753.77,685.9
398.74,468.98,648.84,368.769206,754,685.15
398.79,468.85,648.67,368.99,753.99,684.21
398.78,468.78,648.38,368.99,754.02,683.25
398.77,468.7,647.94,368.99,752.574671,679.335839
398.77,468.32,647.94,369.01,752.574671,676.177605
398.74,468.04,647.87,369.01,752.337771,673.721201
398.79,467.91,647.72,368.99,753.996066,668.457478
398.76,467.83,647.45,368.98,753.996066,668.457478
398.76,467.77,646.98,369.02,754.232965,668.457478
398.73,467.43,646.94,367.384439,753.996066,665.650159
398.72,467.1,646.87,367.03,752.100872,664.597414
398.78,466.97,646.69,367.384439,754.943663,663.193755
398.74,466.89,646.4,366.99,754.943663,663.193755
398.72,466.79,645.92,367.01,754.232965,663.193755
398.71,466.77,645.27,367,758.260252,654.771798
398.74,466.43,645.19,366.99,759.444748,652.666309
398.7,466.07,645.13,367.01,759.207849,652.666309
398.67,465.92,644.98,367.384439,761.103042,651.613564
398.63,465.71,644.84,367.384439,760.392345,652.315394
398.62,465.33,644.8,366.99,759.681647,650.560819
398.67,465.05,644.7,367.01,758.260252,648.45533
398.64,464.97,644.4,367.384439,757.312655,643.542522
398.6,464.92,643.91,367.01,757.549554,643.542522
398.55,464.94,643.29,367,757.88,643.08
398.52,464.77,643.09,367.384439,757.549554,641.437033
398.11,464.4,643.09,367.384439,756.601957,637.576969
398.06,464.07,643.03,366.99,756.601957,637.576969
398,463.92,642.91,366.99,756.601957,637.576969
397.97,463.74,642.8,366.99,756.601957,637.576969
397.92,463.39,642.78,367.384439,756.128159,638.980628
397.91,463.08,642.74,367.384439,756.128159,638.980628
397.97,462.98,642.48,367.384439,753.759167,635.47148
397.93,462.98,641.94,367.384439,753.996066,632.664161
397.89,463.01,641.42,367.01,752.337771,629.505927
397.85,462.91,641.15,367.384439,752.574671,630.558671
397.9,462.7,641.04,367,752.81157,627.049523
397.85,462.31,641.1,367,752.574671,627.049523
397.81,462.04,641.03,367.04,751.153275,626.698608
397.78,461.91,640.94,367.03,750.49,626.87
397.76,461.73,640.85,367.846028,750.442578,625.645863
397.82,461.35,640.9,367.846028,749.9,625.92
397.8,461.08,640.87,368.05,749.21,625.91
397.76,460.95,640.77,367.846028,749.16,625.88
397.73,460.84,640.61,367.846028,749.23,625.89
397.81,460.91,640.03,366.92285,750.205678,625.645863
397.78,460.7,639.98,366.92285,750.14,625.95
397.76,460.34,640.04,366.92285,749.84,626.03
397.73,460.06,640.02,366.92285,749.71,626.07
397.74,459.94,639.94,366.92285,749.67,626.1
397.79,459.79,639.86,367.01,748.784283,626.698608
397.78,459.49,639.88,367.03,748.784283,626.698608
397.75,459.13,639.92,367.02,749.01,627.05
397.75,459,639.86,366.98,748.784283,626.698608
397.71,458.89,639.79,365.999672,749.07,627.07
397.78,458.72,639.73,365.999672,748.98,627.28
397.77,458.34,639.83,366.01,747.836686,628.102267
397.76,458.07,639.84,365.99,746.96,628.92
397.75,457.95,639.78,366.01,746.889089,631.260501
397.82,457.83,639.71,365.538083,744.520097,632.664161
397.81,457.69,639.65,367.846028,744.520097,632.664161
397.81,457.3,639.8,367.846028,744.520097,632.664161
397.79,457.07,639.82,368,744.520097,632.664161
397.86,456.95,639.77,367.99,744.520097,632.664161
397.84,456.84,639.69,368.02,743.8094,634.76965
397.84,456.73,639.59,367.846028,743.8094,634.76965
397.83,456.82,639.05,368,745.941493,634.76965
397.83,456.58,639.09,368,744.283198,637.927884
397.91,456.14,639.27,368.01,743.8094,638.629714
397.9,456.03,639.21,368.01,743.8094,638.629714
397.9,455.92,639.15,368.02,743.098702,639.331543
397.89,455.78,639.11,371.07715,743.098702,642.489777
397.89,455.53,639.17,371.07715,742.151105,648.104415
397.95,455.06,639.48,371.07715,742.151105,651.964479
397.95,454.79,639.81,371.01,742.151105,651.964479
397.95,454.43,639.93,371.01,742.151105,654.069968
397.95,454.19,639.98,371.03,742.151105,655.473628
398.04,454.05,639.99,371,742.151105,657.228202
398.02,453.94,639.99,369.230794,742.151105,659.684606
398.01,453.81,639.98,372.000328,742.151105,659.684606
398.02,453.64,640.01,372.000328,742.151105,660.737351
398.01,453.26,640.18,372.000328,742.624904,661.439181
398.1,453.11,640.18,371.99,743.16,661.48
398.21,453.01,640.17,372,743.88,661.88
398.18,452.89,640.16,372,741.677307,664.948329
398.18,452.75,640.16,372,741.677307,664.948329
398.18,452.23,640.58,372.000328,742.151105,666.702904
398.14,451.92,640.93,372.01,742.08,667.51
398.11,451.79,640.92,371.99,740.966609,667.755648
398.11,451.62,640.95,372.01,740.492811,670.562967
398.08,451.24,641.11,372.923506,740.492811,670.562967
398.24,451.1,641.13,372.923506,740.12,671.53
398.45,450.99,641.13,373.01,740.492811,670.562967
398.84,450.9,641.13,372.923506,739.071415,673.721201
398.84,450.78,641.15,373.01,739.071415,673.721201
398.84,450.3,641.5,373.846684,739.071415,673.721201
398.84,449.94,641.94,374.01,739.071415,673.721201
398.89,449.83,641.94,373.846684,739.071415,676.177605
398.87,449.68,641.96,374.02,740.255911,676.177605
398.87,449.41,642.08,373.98,740.1,676.89
398.87,449.15,642.17,375.23145,739.72,677.83
398.92,449.03,642.19,375.23145,739.14,678.8
398.92,448.94,642.19,374.98,738.597617,680.388584
398.89,448.82,642.18,375.23145,738.64,680.89
398.89,448.65,642.21,375,738.71,681.61
398.94,448.09,642.68,375.23145,738.6,682.21
398.94,447.88,642.95,375.01,738.32,683.02
398.93,447.75,642.94,375.693039,737.9,683.79
398.91,447.54,642.99,375.693039,737.75,684.35
398.91,447.18,643.12,375.98,737.53,685
398.98,447.05,643.12,375.693039,737.08,685.62
398.96,446.96,643.11,376.02,736.91,686.11
398.94,446.85,643.1,376.02,736.67,686.71
398.92,446.71,643.08,376,736.14,687.07
