pt1_cam1_X,pt1_cam1_Y,pt1_cam2_X,pt1_cam2_Y,pt2_cam1_X,pt2_cam1_Y,pt2_cam2_X,pt2_cam2_Y
380.614384,328.560864,273.497897,675.613256,682.894187,344.120535,562.177290,702.180272
381.010000,329.000000,273.326944,675.528847,682.894187,344.120535,561.623309,701.769971
381.040000,329.000000,273.020000,675.960000,682.894187,344.120535,561.346319,700.949368
381.050000,329.010000,273.020000,675.950000,682.894187,344.120535,562.177290,699.718465
381.060000,329.000000,273.030000,675.920000,682.894187,344.120535,563.285251,698.897862
381.080000,329.010000,273.040000,675.880000,682.894187,344.120535,563.285251,698.897862
381.090000,329.010000,273.040000,675.860000,682.894187,342.562672,563.285251,697.256657
380.398021,328.721111,273.040000,675.830000,683.157111,342.562672,564.116222,696.846356
379.990000,329.000000,273.070000,675.790000,683.682960,342.173206,563.562242,693.563946
381.479832,328.721111,273.070000,675.770000,684.734658,341.394275,564.116222,692.743343
381.371651,328.240370,273.080000,675.730000,684.997582,341.004809,564.393213,692.743343
381.696195,328.400617,273.070000,675.730000,684.997582,341.004809,564.393213,691.102138
382.010000,328.010000,273.090000,675.690000,685.260507,340.615344,565.224184,691.102138
382.020000,328.010000,273.100000,675.660000,686.312205,339.836412,565.778165,689.871234
382.040000,328.010000,273.100000,675.640000,686.838054,339.836412,565.778165,688.230029
382.050000,328.010000,273.100000,675.630000,686.838054,339.836412,565.778165,686.999125
382.050000,328.010000,273.100000,675.630000,687.100978,339.836412,565.778165,686.588824
382.070000,328.020000,273.830000,674.510000,687.626827,339.446947,565.778165,685.357920
382.090000,328.020000,273.990000,674.010000,687.889751,339.446947,565.778165,685.357920
381.588013,328.080123,274.190000,673.500000,687.889751,339.446947,566.609136,684.127016
381.588013,328.080123,274.230000,673.410000,688.415600,339.446947,567.994088,682.075510
381.804376,328.240370,274.290000,673.310000,689.204374,339.057481,567.440107,681.254908
381.804376,328.240370,274.330000,673.240000,689.204374,339.057481,568.825059,681.665209
381.804376,328.240370,274.360000,673.210000,689.204374,339.057481,569.910000,681.830000
382.010000,328.000000,274.400000,673.160000,689.993147,337.889084,568.548069,677.562196
382.128919,328.240370,274.480000,673.090000,689.993147,337.889084,568.548069,677.562196
382.345281,327.278889,274.570000,673.020000,689.993147,337.889084,568.350000,676.830000
382.345281,327.278889,274.630000,672.990000,689.730223,335.941756,568.310000,675.930000
382.020000,326.990000,274.660000,672.970000,689.730223,335.552290,568.170000,675.010000
382.020000,327.000000,274.700000,672.940000,689.730223,335.552290,568.548069,674.279786
382.050000,327.010000,274.750000,672.910000,691.044845,336.331222,569.379040,673.869485
382.040000,327.000000,274.790000,672.910000,691.044845,337.110153,569.650000,673.590000
382.060000,327.010000,274.830000,672.870000,691.570694,337.110153,569.830000,673.040000
382.080000,327.020000,274.870000,672.850000,691.833618,336.720687,570.100000,672.630000
382.090000,327.030000,274.890000,672.830000,691.570694,336.331222,569.990000,671.860000
382.100000,327.040000,274.930000,672.820000,692.096543,335.552290,569.850000,671.060000
382.110000,327.030000,274.960000,672.800000,692.096543,335.552290,569.800000,670.400000
382.130000,327.040000,274.980000,672.780000,692.096543,335.552290,569.950000,669.990000
383.210730,327.278889,275.020000,672.760000,692.096543,335.552290,570.140000,669.610000
383.427092,326.958395,275.050000,672.770000,691.833618,335.552290,570.050000,668.900000
383.643454,327.439136,275.080000,672.770000,691.833618,335.552290,570.487001,667.714966
383.751635,327.439136,275.130000,672.760000,691.833618,335.552290,570.660000,667.750000
383.427092,327.278889,275.170000,672.760000,691.833618,335.552290,570.790000,667.270000
383.751635,327.278889,275.200000,672.750000,691.833618,335.552290,570.930000,666.860000
384.020000,327.010000,275.240000,672.760000,691.833618,335.552290,570.700000,666.180000
383.751635,327.278889,275.340000,672.740000,692.096543,335.552290,570.800000,665.810000
383.967998,327.278889,275.380000,672.750000,692.096543,335.552290,570.210011,663.611953
384.020000,327.000000,275.480000,672.730000,692.096543,335.552290,570.090000,663.730000
384.508903,327.278889,275.720000,672.570000,692.096543,335.552290,569.970000,663.280000
385.020000,327.000000,275.980000,672.010000,692.096543,335.552290,570.040000,662.960000
384.508903,326.958395,276.030000,672.030000,692.096543,335.552290,569.960000,662.470000
384.508903,326.958395,276.070000,672.050000,692.096543,335.552290,569.940000,662.090000
384.076179,326.798149,276.130000,672.060000,692.096543,335.552290,570.010000,661.880000
384.076179,326.798149,276.180000,672.080000,692.096543,335.552290,570.763992,661.970748
384.076179,326.798149,276.260000,672.100000,692.096543,335.552290,571.010000,661.860000
384.076179,327.439136,276.340000,672.110000,691.570694,335.552290,571.030000,661.660000
384.076179,327.759630,276.420000,672.110000,691.570694,335.552290,570.950000,661.250000
384.030000,328.000000,276.550000,672.120000,689.993147,336.720687,570.960000,661.010000
384.040000,328.030000,276.730000,672.100000,689.993147,336.720687,570.930000,660.760000
384.070000,328.040000,276.790000,672.110000,689.993147,336.720687,570.770000,660.460000
384.076179,327.759630,276.870000,672.160000,689.993147,336.720687,570.710000,660.190000
384.020000,328.000000,276.960000,672.200000,688.941449,335.162825,570.750000,660.110000
384.040000,328.020000,277.010000,672.270000,688.941449,335.162825,570.590000,660.050000
384.050000,328.030000,277.050000,672.330000,688.941449,335.162825,570.300000,659.890000
384.080000,328.040000,277.120000,672.380000,688.941449,335.162825,570.270000,659.830000
384.725265,327.599383,277.150000,672.500000,688.941449,335.162825,569.379040,658.278037
384.833446,327.439136,277.050000,673.020000,688.678525,335.162825,569.000000,657.970000
384.941627,327.919877,277.110000,673.050000,687.889751,335.162825,568.990000,657.940000
385.266171,327.118642,277.180000,673.090000,687.889751,335.162825,569.010000,657.960000
385.049809,328.080123,277.250000,673.130000,687.889751,335.162825,568.970000,657.920000
385.482533,328.240370,277.350000,673.170000,689.467298,336.331222,568.271078,659.508941
385.374352,327.759630,277.490000,673.160000,689.730223,334.383893,568.100000,660.270000
385.590714,327.759630,277.670000,673.150000,690.000000,334.000000,567.440107,660.329543
386.347982,327.439136,277.760000,673.200000,689.980000,334.000000,567.163117,660.329543
386.023438,327.278889,277.830000,673.260000,689.990000,334.010000,567.994088,658.688338
386.023438,327.278889,277.900000,673.350000,689.970000,334.000000,567.994088,659.508941
386.023438,327.278889,277.970000,673.430000,689.990000,333.980000,567.994088,659.508941
386.023438,327.278889,277.850000,674.010000,689.990000,333.990000,569.102049,660.739844
386.023438,327.599383,277.910000,674.060000,689.980000,333.990000,569.656030,660.739844
386.023438,327.599383,277.980000,674.120000,689.970000,334.000000,569.656030,660.739844
386.239801,327.599383,278.050000,674.170000,689.990000,334.000000,569.102049,662.381049
386.239801,327.599383,278.100000,674.250000,690.010000,334.010000,569.102049,664.842857
386.239801,327.599383,278.170000,674.300000,689.990000,333.990000,569.102049,664.842857
386.347982,327.919877,278.210000,674.440000,690.000000,334.000000,569.102049,665.663460
386.456163,327.919877,278.100000,674.990000,689.980000,334.020000,569.379040,666.073761
386.564344,328.560864,278.160000,675.050000,690.000000,333.960000,569.379040,667.714966
386.564344,328.560864,278.260000,675.080000,689.970000,334.000000,569.379040,667.714966
386.564344,328.560864,278.340000,675.120000,689.990000,333.980000,570.210011,668.945870
386.564344,328.560864,278.490000,675.120000,689.990000,334.000000,570.210011,670.997376
386.564344,328.560864,278.660000,675.120000,689.970000,334.020000,570.487001,672.638581
386.564344,328.560864,278.750000,675.160000,690.000000,334.000000,570.487001,672.638581
386.564344,328.560864,278.830000,675.210000,689.990000,334.020000,571.040982,674.279786
386.997068,328.560864,278.910000,675.250000,693.148241,337.110153,571.040982,674.279786
387.030000,329.020000,278.970000,675.330000,693.148241,339.057481,572.148944,676.331292
387.321612,328.240370,279.030000,675.410000,693.000000,339.010000,572.148944,677.562196
387.321612,328.240370,279.070000,675.540000,693.030000,338.990000,572.148944,677.562196
387.321612,328.240370,278.980000,676.070000,692.990000,339.010000,573.256905,678.793100
387.321612,328.240370,278.870000,676.740000,693.060000,339.020000,573.256905,680.844606
387.646155,327.759630,278.940000,676.780000,692.950000,339.010000,573.256905,680.844606
387.646155,327.759630,279.000000,676.820000,693.937014,338.278550,573.256905,680.844606
387.646155,327.759630,279.060000,676.880000,693.411165,338.278550,573.533895,683.306414
387.646155,327.759630,279.120000,676.920000,693.411165,339.057481,573.533895,683.306414
387.646155,327.759630,279.190000,676.940000,693.937014,339.446947,573.533895,685.357920
387.646155,328.080123,279.290000,676.970000,693.937014,339.446947,573.810886,686.588824
387.646155,328.080123,279.390000,676.980000,693.937014,339.446947,573.810886,686.588824
387.862517,328.080123,279.540000,676.970000,694.199939,339.836412,573.533895,687.409427
387.429793,328.080123,279.680000,676.960000,694.199939,339.836412,573.533895,689.050632
389.052509,327.118642,279.780000,676.960000,694.199939,339.836412,573.533895,689.050632
389.485234,327.759630,279.860000,676.990000,694.199939,339.836412,574.641857,690.281535
389.485234,327.759630,279.930000,677.010000,694.199939,339.836412,574.641857,691.102138
389.485234,327.759630,279.980000,677.040000,694.199939,340.225878,574.364867,691.512439
389.268871,328.080123,280.050000,677.060000,694.199939,340.225878,575.195838,693.153644
389.268871,328.080123,280.110000,677.080000,694.199939,340.225878,575.195838,693.153644
389.268871,328.080123,280.190000,677.090000,694.199939,340.225878,575.195838,693.563946
389.268871,328.080123,280.250000,677.120000,694.199939,340.225878,574.641857,694.384548
389.268871,327.439136,280.320000,677.120000,694.199939,340.225878,575.195838,696.846356
389.268871,327.439136,280.410000,677.120000,694.199939,340.225878,575.472828,696.846356
389.377052,327.278889,280.520000,677.090000,694.725788,340.615344,575.749819,698.487561
389.377052,327.278889,280.700000,677.050000,694.725788,340.615344,575.749819,698.487561
389.917958,327.278889,280.780000,677.050000,694.725788,340.615344,574.641857,698.487561
389.917958,327.439136,280.850000,677.040000,694.725788,340.615344,574.641857,700.128766
389.917958,327.439136,280.910000,677.030000,694.725788,340.615344,574.530000,700.760000
389.917958,327.439136,280.970000,677.030000,694.725788,340.615344,576.026809,701.359670
390.026139,327.439136,281.020000,677.020000,694.725788,340.615344,576.210000,701.310000
390.000000,327.010000,281.070000,677.010000,694.725788,340.615344,576.490000,701.780000
390.040000,327.010000,281.130000,677.010000,694.725788,340.615344,576.740000,702.220000
390.050000,327.010000,281.170000,677.010000,694.725788,340.615344,576.460000,702.960000
390.080000,327.000000,281.240000,676.990000,694.725788,342.952138,576.270000,703.510000
390.090000,327.010000,281.270000,676.980000,694.725788,342.952138,576.180000,703.950000
390.120000,327.020000,281.340000,676.960000,694.725788,342.952138,576.250000,704.120000
390.130000,327.020000,281.410000,676.940000,694.725788,342.952138,576.280000,704.390000
390.140000,327.020000,281.480000,676.900000,694.725788,342.952138,576.280000,704.950000
390.170000,327.010000,281.660000,676.810000,694.725788,342.952138,576.240000,705.130000
390.180000,327.010000,281.720000,676.750000,694.725788,342.952138,576.026809,706.283285
390.230000,327.000000,281.760000,676.710000,694.725788,342.952138,575.970000,706.190000
390.230000,326.990000,281.810000,676.680000,694.725788,342.952138,575.960000,706.250000
390.260000,326.980000,281.860000,676.620000,694.725788,342.952138,575.930000,706.430000
390.270000,326.990000,281.910000,676.570000,694.725788,342.952138,575.940000,706.790000
390.999769,326.637902,281.980000,676.430000,694.725788,342.952138,575.810000,706.910000
391.860000,326.300000,282.160000,675.950000,694.725788,342.952138,575.840000,707.000000
390.891588,325.996914,282.190000,675.920000,694.725788,343.341603,575.710000,707.100000
391.216131,325.676420,282.230000,675.880000,694.725788,343.341603,575.640000,707.160000
