pt1_cam1_X,pt1_cam1_Y,pt1_cam2_X,pt1_cam2_Y,pt2_cam1_X,pt2_cam1_Y,pt2_cam2_X,pt2_cam2_Y
676.264997,332.355589,540.376722,455.083274,998.921809,302.208229,838.037655,472.494597
676.148142,332.182494,539.980000,455.000000,998.950000,302.020000,837.355270,473.168468
675.914431,331.836302,539.960000,455.000000,998.980000,302.030000,837.020000,473.050000
674.745878,331.836302,539.950000,454.990000,999.000000,302.010000,838.265116,472.157662
675.213299,331.836302,539.930000,454.990000,998.970000,302.000000,837.810193,473.842338
675.213299,331.836302,539.910000,454.990000,998.960000,302.020000,836.217961,475.863949
675.213299,331.836302,539.880000,454.990000,999.040000,302.010000,836.217961,475.863949
675.213299,331.836302,539.870000,454.990000,999.010000,302.000000,836.217961,475.863949
675.213299,331.836302,539.840000,454.990000,999.000000,301.990000,835.990500,476.200884
675.447010,331.836302,539.800000,455.000000,998.980000,301.990000,835.990500,476.200884
675.563865,331.836302,539.760000,455.000000,998.970000,301.990000,835.990500,476.200884
675.563865,332.009398,539.730000,455.000000,998.970000,302.040000,835.990500,476.200884
675.563865,332.009398,539.660000,455.010000,998.950000,301.990000,835.990500,477.548625
675.563865,331.490110,539.630000,455.010000,998.970000,302.000000,835.990500,477.548625
675.970000,330.980000,539.570000,455.030000,999.000000,302.010000,835.990500,477.548625
675.330155,331.490110,539.480000,455.060000,998.990000,302.020000,835.990500,478.559431
674.960000,331.040000,539.170000,455.220000,998.980000,301.990000,835.990500,478.559431
674.950000,330.960000,539.140000,455.230000,998.980000,302.000000,835.990500,478.559431
674.940000,330.950000,539.130000,455.200000,998.970000,302.020000,835.990500,478.559431
674.910000,330.930000,539.120000,455.190000,996.663794,303.259526,834.625730,479.233301
674.890000,330.920000,539.080000,455.190000,996.024780,303.575047,834.625730,479.233301
674.870000,330.890000,539.060000,455.170000,996.000000,304.010000,835.535576,477.548625
674.840000,330.880000,539.040000,455.160000,995.385765,303.575047,835.960000,477.960000
674.629023,332.182494,539.030000,455.150000,995.000000,303.980000,835.950000,478.050000
674.770000,332.130000,539.020000,455.140000,995.000000,303.970000,835.930000,478.070000
