pt1_cam1_X,pt1_cam1_Y,pt1_cam2_X,pt1_cam2_Y,pt2_cam1_X,pt2_cam1_Y,pt2_cam2_X,pt2_cam2_Y
256.644597,454.000521,137.046433,503.065712,742.223623,447.033557,628.505160,521.924183
257.000000,454.010000,137.030000,503.020000,742.010000,447.010000,629.613272,521.665428
257.010000,454.010000,137.020000,503.050000,742.000000,447.000000,630.080000,522.310000
257.020000,454.010000,137.030000,503.060000,742.010000,447.010000,630.240000,522.850000
257.020000,454.010000,137.010000,503.110000,742.000000,447.010000,629.138367,524.770495
257.030000,454.020000,137.000000,503.130000,742.010000,447.020000,629.120000,525.320000
257.030000,454.020000,136.990000,503.180000,742.010000,447.020000,628.920000,526.010000
257.050000,454.040000,136.970000,503.210000,742.010000,447.020000,628.930000,526.770000
257.050000,454.030000,136.990000,503.260000,742.010000,447.020000,629.150000,527.050000
257.060000,454.040000,136.960000,503.300000,742.010000,447.020000,629.080000,527.820000
257.070000,454.040000,136.940000,503.310000,741.990000,447.030000,629.250000,528.140000
257.070000,454.050000,136.930000,503.370000,741.990000,447.030000,629.220000,528.860000
257.080000,454.050000,136.930000,503.390000,741.990000,447.030000,629.400000,529.120000
257.080000,454.050000,136.940000,503.450000,741.990000,447.030000,630.050000,529.400000
257.090000,454.060000,136.900000,504.310000,742.000000,447.020000,630.090000,529.990000
257.090000,454.060000,136.980000,504.820000,741.990000,447.020000,629.860000,530.620000
257.100000,454.060000,136.970000,504.850000,741.990000,447.020000,629.910000,531.010000
257.110000,454.060000,136.990000,504.900000,742.000000,447.020000,630.020000,531.340000
257.120000,454.060000,136.970000,504.940000,741.990000,447.020000,629.970000,532.040000
257.120000,454.060000,137.000000,505.000000,742.010000,447.010000,629.940000,532.580000
257.130000,454.060000,136.980000,505.070000,742.010000,447.020000,630.060000,533.030000
257.120000,454.060000,136.980000,505.100000,742.010000,447.010000,630.070000,533.410000
257.140000,454.060000,136.980000,505.140000,742.010000,447.010000,630.020000,533.980000
257.150000,454.070000,136.950000,505.240000,742.010000,447.000000,630.246478,534.085698
257.150000,454.070000,136.980000,505.310000,742.020000,447.010000,630.090000,534.220000
257.160000,454.070000,136.940000,505.380000,742.030000,447.000000,630.020000,534.910000
257.170000,454.080000,136.940000,505.560000,742.020000,447.000000,630.110000,535.240000
257.180000,454.080000,136.960000,506.000000,742.010000,447.000000,630.000000,535.950000
257.180000,454.080000,136.930000,506.100000,742.020000,447.000000,630.090000,536.180000
257.180000,454.080000,136.950000,506.140000,742.010000,446.990000,629.970000,536.790000
257.190000,454.080000,136.930000,506.220000,742.010000,447.000000,630.020000,537.100000
257.200000,454.080000,136.920000,506.260000,742.020000,447.000000,630.000000,537.550000
257.210000,454.090000,136.930000,506.330000,742.020000,446.990000,630.000000,537.970000
257.220000,454.090000,136.940000,506.410000,742.010000,447.010000,630.110000,538.150000
257.220000,454.090000,136.950000,506.540000,742.020000,447.000000,630.010000,538.680000
257.230000,454.100000,137.010000,506.910000,742.020000,446.990000,630.040000,539.090000
257.220000,454.100000,136.990000,506.970000,742.030000,447.010000,629.960000,539.670000
257.250000,454.110000,136.970000,507.020000,742.010000,447.010000,630.020000,540.020000
257.697280,454.377919,136.960000,507.070000,742.000000,447.010000,630.070000,540.290000
258.000000,454.050000,136.990000,507.170000,742.020000,447.010000,630.000000,540.910000
258.010000,454.000000,136.940000,507.180000,742.030000,447.010000,630.060000,541.150000
258.020000,454.010000,136.970000,507.260000,742.030000,447.010000,630.050000,541.580000
258.030000,454.010000,136.980000,507.350000,742.020000,447.020000,630.060000,541.980000
258.030000,454.020000,136.980000,507.380000,742.020000,447.020000,630.190000,542.160000
258.030000,454.030000,136.960000,507.440000,742.020000,447.020000,629.613272,544.694678
258.050000,454.030000,136.970000,507.590000,742.020000,447.020000,629.970000,545.220000
258.050000,454.030000,137.010000,508.000000,742.010000,447.020000,630.000000,545.660000
258.050000,454.040000,136.990000,508.030000,742.000000,447.020000,630.000000,545.980000
258.070000,454.040000,136.980000,508.080000,742.020000,447.020000,629.940000,546.320000
258.060000,454.040000,136.990000,508.160000,742.010000,447.020000,629.930000,546.900000
258.070000,454.040000,136.960000,508.190000,742.000000,447.010000,629.960000,547.060000
258.070000,454.050000,137.030000,508.360000,742.010000,447.020000,629.960000,547.290000
258.070000,454.050000,137.050000,508.790000,742.010000,447.020000,629.910000,547.860000
258.080000,454.050000,137.000000,508.840000,742.010000,447.020000,629.860000,548.120000
258.090000,454.050000,137.030000,508.930000,742.000000,447.030000,630.404780,547.023479
258.090000,454.050000,137.000000,508.980000,741.990000,447.020000,630.080000,547.120000
258.110000,454.050000,137.030000,509.040000,742.000000,447.020000,630.010000,547.370000
258.100000,454.050000,137.020000,509.090000,742.000000,447.020000,629.990000,547.850000
258.110000,454.050000,137.020000,509.110000,742.000000,447.020000,629.980000,548.050000
258.130000,454.050000,137.010000,509.180000,742.010000,447.010000,630.246478,549.093524
258.130000,454.060000,137.010000,509.200000,742.000000,447.010000,629.990000,549.130000
258.130000,454.060000,137.020000,509.300000,742.010000,447.010000,630.010000,549.300000
258.140000,454.070000,137.040000,509.400000,742.000000,447.010000,629.138367,550.646058
258.150000,454.070000,137.030000,509.530000,741.990000,447.010000,628.980000,551.100000
258.160000,454.070000,137.010000,509.950000,742.010000,447.010000,629.000000,551.290000
258.160000,454.060000,137.020000,510.010000,742.010000,447.010000,628.970000,551.650000
258.223621,453.623123,137.010000,510.080000,742.010000,447.010000,628.960000,551.890000
258.010000,453.980000,137.000000,510.140000,742.000000,447.020000,628.940000,551.970000
258.010000,454.010000,137.020000,510.180000,742.000000,447.010000,628.810000,552.620000
258.010000,454.010000,136.990000,510.240000,742.000000,447.010000,628.880000,552.910000
258.020000,454.010000,136.990000,510.340000,742.000000,447.010000,628.850000,553.040000
258.030000,454.010000,137.010000,510.480000,742.000000,447.020000,628.700000,553.250000
258.030000,454.020000,137.060000,510.900000,742.010000,447.010000,629.613272,552.457347
258.030000,454.020000,137.020000,510.930000,742.010000,447.030000,629.970000,552.050000
258.030000,454.020000,137.030000,510.980000,742.000000,447.010000,629.970000,552.160000
258.040000,454.020000,137.040000,510.990000,742.010000,447.020000,628.980065,553.492369
258.040000,454.020000,137.010000,511.050000,742.010000,447.020000,628.950000,553.050000
258.050000,454.030000,137.030000,511.070000,742.000000,447.020000,628.950000,553.150000
258.060000,454.030000,137.010000,511.100000,742.000000,447.020000,628.920000,553.250000
258.070000,454.030000,137.050000,511.150000,742.010000,447.020000,628.821763,553.492369
258.070000,454.040000,137.060000,511.200000,742.000000,447.020000,628.980000,553.090000
258.070000,454.030000,137.020000,511.220000,742.010000,447.020000,628.950000,553.140000
